637,VICTORIA,SELLERI
638,ZAIRA,SENE
639,ADELINA,SICURO
640,AHMED,STANCA
641,ALBINA,TINELLI
642,ALEXANDRA,VAGLIO
643,ALI,ZAMBRINI
644,ANNAROSA,BAJRA
645,ANTONIO GIUSEPPE,BALZANI
646,BRIZIO,BONGIORNO
647,CESARINA,CARACUTA
648,DANTE,CHIARELLI
649,DENIS,CISTERNINO
650,DINO,DE ANGELIS
651,ELIDE,DE CANALE
652,GIOVANNI MARIA,FELLINE
653,GISELLA,GUALTIERI
654,GIUDITTA,MANTOVANO
655,IRIS,MAURO
656,KHADIJA,PICCIOLO
657,LEANDRO,PIGNATELLI
658,LORETA,RIA
659,MARIA CELESTE,RINALDI
660,MARIA SOFIA,ROSAFIO
661,MARIACRISTINA,RUGGIERI
662,MARIARITA,SACCO
663,MARICA,SCALINCI
664,MOUSTAPHA,SCARCIGLIA
665,NATASCIA,SCIURTI
666,NICOLETA,SPADA
667,OLIVIERO,STEFANO
668,OMBRETTA,TEDESCO
669,ORAZIO,VERGARA
670,OTTAVIA,VINCIGUERRA
671,RAFFAELLO,VOLPE
672,REALINO,ACCOGLI
673,RITA ANNA,BASSO
674,ROMANO,CUDAZZO
675,ROMOLO,DE CILLIS
676,RUBEN,DE FILIPPO
677,SVEVA,DEL MASTRO
678,TECLA,DELLA MONACA
679,YLENIA,ERROI
680,ABDOU,FREULI
681,ADAM,GUEYE
682,ALEXANDER,LEVA
683,ANTHONY,LOIACONO
684,ANTONIO SALVATORE,MICALELLA
685,AUGUSTA,PARENTE
686,CARLO MARIA,PERSICO
687,CATALDO,POVERO
688,ERRICO,PRISCO
689,FERNANDO ANTONIO,PROVENZANO
690,FRANCESCO SAVERIO,SCHIFA
691,GIANNA,SCORDARI
692,GIORGINA,SORRENTO
693,GIOSUE',TODISCO
694,IACOPO,TROFO
695,ILEANA,ALBANO
696,ISABEL,ARSENI
697,LAURETANA,ATIENZA
698,LEA,BRANCA
699,LINO,CAPASA
700,LISA,CASSANO
701,MARIA ELISABETTA,CORLIANO'
702,MARIA GIULIA,D'AGOSTINIS
703,MARIANTONIETTA,D'ANDREA
704,MIRANDA,DE CASTRO
705,NAOMI,DI TONDO
706,NATALIZIA,FERRARO
707,NICETA,FORTE
708,NICHOLAS,FUSCO
709,OTELLO,GAGLIARDI
710,PIETRO LUIGI,LANZILAO
711,ROSAMARIA,MADONNA
712,SAMANTA,MARULLI
713,SILVESTRO,MININANNI
714,TERESA MARIA,MORTARI
715,VITANTONIO,NAPOLI
716,VLADIMIRO,RICCI
717,WILMA,SALES
718,ANA MARIA,SCHIAVONE
719,ANNA ELISA,VERRIENTI
720,ANNA LUISA,CALVANI
721,ANNAGRAZIA,CURTO
722,AWA,DANIELE
723,BENIAMINO,DE IACO
724,BRIGIDA,DE SIENA
725,DESIRE',FAVALE
726,DESIREE',FAYE
727,EMILIANA,FERILLI
728,FEDORA,GERMINAL
729,FIORENZA,GIANNINI
730,GASPARE,LECCI
731,GEORGIA,LEFONS
732,GIAN MARCO,MITA
733,GIOVAMBATTISTA,PASCARIELLO
734,GISELDA,PASTORELLI
735,GIUSEPPE ANTONIO,PECICCIA
736,GIUSTINA,PEDE
737,GUSTAVO,PETRAROLI
738,JOY,PUTIGNANO
739,LIANA,RUTIGLIANO
740,LUCILLA,SABETTA
741,LUNA,SALAMINA
742,MANOLO,SANITA'
743,MARIA ANNUNZIATA,STAMPETE
744,MARIA ELISA,SURANO
745,MARIA SOLE,UNGARO
746,MARIA VITA,VALERIO
747,MARIALUISA,ALVINO
748,MARIAPIA,ANDRIANI
749,MARIAVITTORIA,CAPORALE
750,MARIO ANTONIO,COLAZZO
751,MATILDA,DE NUNZIO
752,MAURIZIA,DE RICCARDIS
753,MICHEL,DEGLI ATTI
754,MOHAMMED,DONGIOVANNI
755,NERINA,FILIERI
756,ORIANA,GABALLO
757,PIA,GABRIELI
758,PRISCILLA,GARZIA
759,RAIMONDO,GNONI
760,ROSARIA MARIA,GUERRA
761,SIRIA,GUIDOTTI
762,SOPHIA,KUMAR
763,STANISLAO,LETIZIA
764,VERDIANA,LEUCI
765,VITA MARIA,MALAZZINI
766,AMANDA,MALECORE
767,AMINA,MANZO
768,ANNA LUIGIA,MASELLI
769,ANNUNZIATO,MOCKA
770,ANTIMO,PESCHIULLI
771,ANTONIO LUIGI,PETRARCA
772,ARCANGELA,PIERRI
773,COSIMO ANTONIO,PRIMICERI
774,DORIANA,RICERCATO
775,EDMONDO,ZAMPINO
776,ELENA MARIA,ALBA
777,ERMANNO,ARCUTI
778,ESMERALDA,ARNO'
779,FEDELE,BAGLIVO
780,FLAMINIA,BRUNETTI
781,FLORIANO,BUCCARELLA
782,FORTUNATA,CALORO
783,FRANCESCO GIOVANNI,COFANO
784,GABRIELE MARIA,CRISCOLO
785,GIOCONDA,DE BELLIS
786,GIOVANNA MARIA,DE LORENZO
787,GIUSEPPE SALVATORE,DE PALMA
788,HELENA,FIOCCA
789,LEILA,FORESIO
790,LINDITA,FUMAROLA
791,MAICOL,FUSARO
792,MALGORZATA,GALA
793,MANOLA,GHEZZI
794,MARIA BEATRICE,LIN
795,MARIA PATRIZIA,MONITTOLA
796,MARIA VINCENZA,PASQUINO
797,MARILU',PEDACI
798,MOUSSA,PETRUZZI
799,NATHAN,PISANELLI
800,ORIETTA,RIZZELLI
801,ORONZINA,SAVOIA
802,PINA,TOSCANO
803,REGINA,VENTURI
804,REMO,VERNALEONE
805,ROBERT,ZINGARELLO
806,ROSANGELA,ANASTASIA
807,SALVATORE ANTONIO,ANTONELLI
808,SOKOL,BENEDETTO
809,SWAMI,BLANCO
810,ALBINO,BRESCIA
811,ALFIO,CALIGNANO
812,ALVARO,CALOSSO
813,ANDREA FRANCESCO,CARROZZINI
814,ANIELLO,CAVALERA
815,ANNIBALE,CEINO
816,ANTONIO FRANCESCO,CERFEDA
817,ASTRIT,CIRILLO
818,BABACAR,COCCIOLO
819,BIANCAMARIA,COLIZZI
820,BORIS,COPPINI
821,BRYAN,D'ARPE
822,CAMILLO,DELLA GIORGIA
823,CARLO ALBERTO,DONATEO
824,CONSUELO,FIRENZE
825,CRISTINA MARIA,LICASTRO
826,DOROTEA,LIUZZI
827,ELISABETTA MARIA,MACRI'
828,ERIC,MARCUCCI
829,ERMELINDA,PALMISANO
830,ERNESTA,RE
831,FABIANO,RUBERTI
832,FALLOU,SCARFONE
833,FLORENTINA,SCARLINO
834,GAIA MARIA,SIMINI
835,GERARDA,SURRENTE
836,GIANFRANCA,TORTORELLI
837,GIANVITO,TROVE'
838,GIOVANNI ANTONIO,VALZANO
839,GIUSTO,ZACCARIA
840,GUENDALINA,ARSIENI
841,HASSAN,ATTANASI
842,IGOR,AVANTAGGIATO
843,IVONNE,BARLETTA
844,JASMINE,BOTRUGNO
845,JOSEPH,CAFORIO
846,JULIA,CARETTO
847,JURI,CHIRIVI'
848,LAILA,CORSI
849,LIBERATO,DI LECCE
850,LILIA,DISTANTE
851,LORENZO ANTONIO,FAIULO
852,LUCIA MARIA,FANALES
853,LUIGI MARIA,FONTANA
854,LUIGIA MARIA,GILIBERTI
855,LUISA MARIA,GUAGNANO
856,MAGDA,INDIRLI
857,MALIKA,LORUSSO
858,MARA,MAGGI
859,MARCO ANTONIO,MANIGLIO
860,MARCO GIUSEPPE,MARITATI
861,MARIA ABBONDANZA,MICALI
862,MARIA APARECIDA,MONTE
863,MARIA DOLORES,MURCIANO
864,MARIA GIUSEPPINA,MUSIO
865,MARIA MARGHERITA,NAPOLITANO
866,MARIA SILVANA,NICOLACI
867,MIRELA,NOBILE
868,MOR,NOSI
869,MORENA,NUZZONE
870,MORENO,PASQUALINI
871,MYRIAM,PECCARISI
872,OUSMANE,PETRUCELLI
873,PAOLA MARIA,POLO
874,PAOLINA,POSITANO
875,PASQUALINO,POTENTE
876,PRIMO,RAGANATO
